〃,"signo ídem"
アメリカンドリーム,"el sueño americano"
アメリカンドリーム,"el ""american dream"""
アメリカン・ドリーム,"el sueño americano"
アメリカン・ドリーム,"el ""american dream"""
アラビア人,"árabe (gentilicio)"
アリダード,alidada
アルニカ,árnica
アーニカ,árnica
アンカット,"sin cortes"
アンカット,"sin censura"
アンビシャス,ambicioso
アンビション,ambición
約やか,pequeño
約やか,sencillo
約やか,breve
約やか,somero
約やか,modesto
約やか,frugal
イマーム,"imán de una mezquita"
胡散,"sospechoso, dudoso"
迂散,"sospechoso, dudoso"
孟宗竹,"bambú de retoños comestibles"
空気ハンマー,"martillo neumático"
エスカレーター条項,"cláusula de revalorización"
エダムチーズ,"queso Edam"
エアダムチーズ,"queso Edam"
エダム・チーズ,"queso Edam"
エアダム・チーズ,"queso Edam"
エメリーペーパー,"papel de lija"
エメリー・ペーパー,"papel de lija"
エンタルピー,entalpía
オプス,"opus (música)"
オーパス,"opus (música)"
オキサロ酢酸,oxalacetato
オック語,"lengua de oc"
オック語,occitano
オック語,"langue d'oc"
カニューレ,"catéter "
カニューレ,cánula
加密列,camomila
加密列,manzanilla
加密爾列,camomila
加密爾列,manzanilla
カラリスト,colorista
コロリスト,colorista
ガウス曲線,"campana de gauss"
キロカロリー,kilocaloría
ギプス包帯,"vendaje enyesado"
ギプス包帯,"venda escayolada"
蜘蛛猿,mono-araña
クラヴィコード,clavicordio
クラビコード,clavicordio
アミルアルコール,"alcohol amílico"
アミル・アルコール,"alcohol amílico"
ブチルアルコール,"alcohol butílico"
ブチル・アルコール,"alcohol butílico"
珪岩,cuarcita
セカント,"secante (matemáticas)"
受け戻す,"desempeñar (recuperar lo dejado en prenda), rescatar, liberar una prenda"
請け戻す,"desempeñar (recuperar lo dejado en prenda), rescatar, liberar una prenda"
受戻す,"desempeñar (recuperar lo dejado en prenda), rescatar, liberar una prenda"
請戻す,"desempeñar (recuperar lo dejado en prenda), rescatar, liberar una prenda"
裏投げ,"""uranage"" (proyección de espaldas en Judo)"
絞め技,"estrangulación (judo)"
締め技,"estrangulación (judo)"
絞技,"estrangulación (judo)"
締技,"estrangulación (judo)"
浮び出る,vislumbrarse
浮び出る,entreverse
浮び出る,adivinarse
浮び出る,intuirse
浮び出る,perfilarse
浮び出る,"salir a la luz"
浮び出る,esclarecerse
浮かび出る,vislumbrarse
浮かび出る,entreverse
浮かび出る,adivinarse
浮かび出る,intuirse
浮かび出る,perfilarse
浮かび出る,"salir a la luz"
浮かび出る,esclarecerse
うかび出る,vislumbrarse
うかび出る,entreverse
うかび出る,adivinarse
うかび出る,intuirse
うかび出る,perfilarse
うかび出る,"salir a la luz"
うかび出る,esclarecerse
卵天狗茸,"amanita phalloides (seta muy venenosa)"
慨する,generalizar
慨する,"referirse en términos generales"
汗する,sudar
オセロゲーム,"juego del otelo"
オセロ・ゲーム,"juego del otelo"
アテンポ,"a tempo"
ア・テンポ,"a tempo"
インビトロ,"in vitro"
イン・ビトロ,"in vitro"
眼梶木,"pez espada"
眼旗魚,"pez espada"
目旗魚,"pez espada"
目梶木,"pez espada"
アドミッタンス,conductancia
アンサー,respuesta
コンドライト,"condrita (meteorito)"
カウンシル,"consejo (organismo)"
カスタードプディング,flan
カスタード・プディング,flan
ガングリオシド,gangliósido
ガーデントラクター,"mula mecánica"
ガーデン・トラクター,"mula mecánica"
ジントニック,"gin-tonic "
ジントニック,gintonic
ジン・トニック,"gin-tonic "
ジン・トニック,gintonic
グリュイエール,"queso de gruyere"
ヘアコンディショナー,"acondicionador de cabello"
ヘア・コンディショナー,"acondicionador de cabello"
ハンドトラクター,"mula mecánica"
ハンド・トラクター,"mula mecánica"
ハードトレーニング,"entrenamiento duro "
ハードトレーニング,"preparación severa"
ハード・トレーニング,"entrenamiento duro "
ハード・トレーニング,"preparación severa"
インジュリータイム,"tiempo muerto por lesión (deportes)"
インジャリータイム,"tiempo muerto por lesión (deportes)"
インジュアリータイム,"tiempo muerto por lesión (deportes)"
インジュリー・タイム,"tiempo muerto por lesión (deportes)"
インジャリー・タイム,"tiempo muerto por lesión (deportes)"
インジュアリー・タイム,"tiempo muerto por lesión (deportes)"
ミンチボール,albóndiga
メンチボール,albóndiga
ミンチ・ボール,albóndiga
メンチ・ボール,albóndiga
科罰,"imposición de un castigo"
科罰,sanción
キンタル,"quintal (cien kilos)"
騎士道物語,"historias de caballería"
騎士道物語,"novelas de caballería"
硬骨魚類,teleósteos
一季,"una estación del año"
野薔薇,escaramujo
野薔薇,"rosa silvestre"
野茨,escaramujo
野茨,"rosa silvestre"
野いばら,escaramujo
野いばら,"rosa silvestre"
アフターファイブ,"tiempo libre particular una vez terminado el trabajo"
アフター・ファイブ,"tiempo libre particular una vez terminado el trabajo"
アジタート,"agitato (música)"
アルケミー,alquimia
アミロイド,amiloideo
アミロイド,amiloide
アナムネーシス,anamnesis
アナムネーシス,anamnesia
アナムネーシス,reminiscencia
アナムネーシス,recuerdo
アニマート,"animato (ritmo musical)"
アパテイア,apatía
アリストクラティック,aristocrático
アルルカン,arlequín
アタラクシア,ataraxia
アタラクシア,imperturbabilidad
アタッシェ,"agregado a una embajada o sede diplomática"
アタッシェ,attaché
ビーツ,remolacha
ビオチン,biotina
ビフェニル,bifenilo
ケーブルテレビジョン,"televisión por cable"
ケーブル・テレビジョン,"televisión por cable"
カロリメーター,calorímetro
キャラメル,"caramelo (por:)"
カラメル,"caramelo (por:)"
コールドウォー,"guerra fría (eng: cold war)"
コールドウォー,"guerra fría"
コールドウオー,"guerra fría (eng: cold war)"
コールドウオー,"guerra fría"
コールド・ウォー,"guerra fría (eng: cold war)"
コールド・ウォー,"guerra fría"
コールド・ウオー,"guerra fría (eng: cold war)"
コールド・ウオー,"guerra fría"
クレアチン,creatina
クラーレ,"curare (veneno para flechas)"
クラレ,"curare (veneno para flechas)"
カスタードクリーム,natillas
カスタード・クリーム,natillas
デイサイト,dacita
デーサイト,dacita
籵,decámetro
デスモソーム,desmosoma
アーミン,armiño
エスノグラフィー,etnografía
エスノグラフィ,etnografía
エチルエーテル,"éter etílico"
エチル・エーテル,"éter etílico"
フォーマルウェア,"ropa de etiqueta "
フォーマルウェア,"traje de etiqueta "
フォーマルウェア,"vestido formal"
フォーマルウエア,"ropa de etiqueta "
フォーマルウエア,"traje de etiqueta "
フォーマルウエア,"vestido formal"
フォーマル・ウェア,"ropa de etiqueta "
フォーマル・ウェア,"traje de etiqueta "
フォーマル・ウェア,"vestido formal"
フォーマル・ウエア,"ropa de etiqueta "
フォーマル・ウエア,"traje de etiqueta "
フォーマル・ウエア,"vestido formal"
フォックステリア,"fox terrier"
フォックス・テリア,"fox terrier"
ガレリー,galería
ゴース,seda
グルデン,"florín (moneda holandesa)"
ギュルデン,"florín (moneda holandesa)"
ジムナジウム,"gimnasio (especialmente de boxeo)"
ヒエログリフ,"jeroglífico (eng: hieroglyph, hieroglyphic)"
ハイエログリフ,"jeroglífico (eng: hieroglyph, hieroglyphic)"
ヒストリー,"historia (eng: history)"
ヒストリ,"historia (eng: history)"
イコノクラスム,iconoclasia
ケトン,cetona
竏,kilolitro
ミートパイ,"pastel de carne "
ミートパイ,"empanada de carne"
ミート・パイ,"pastel de carne "
ミート・パイ,"empanada de carne"
メチルエーテル,"éter metílico"
メチル・エーテル,"éter metílico"
ミルクパン,"cuece-leches "
ミルクパン,"cazo pequeño para hervir leche"
ミルク・パン,"cuece-leches "
ミルク・パン,"cazo pequeño para hervir leche"
ミニスター,ministro
モレーン,morrena
モテット,motete
オフショルダー,"vestido que deja los hombros al descubierto"
オフ・ショルダー,"vestido que deja los hombros al descubierto"
オフタイム,"horas libres "
オフタイム,"tiempo fuera de servicio"
オフ・タイム,"horas libres "
オフ・タイム,"tiempo fuera de servicio"
オールド,viejo
オルガニズム,organismo
フォノライト,fonolita
フリノロジー,frenología
ピアノラ,pianola
ピアストル,piastra
プラスティシティ,"plasticidad "
プラスティシティ,"maleabilidad "
プラスティシティ,modelabilidad
プロブレム,problema
プロフェッション,profesión
パイソン,"serpiente pitón"
キノリン,quinaldina
レゾルシノール,resorcinol
サルダーナ,sardana
ソープオペラ,"culebrón "
ソープオペラ,"drama por capítulos"
ソープ・オペラ,"culebrón "
ソープ・オペラ,"drama por capítulos"
ソーナー,sonar
スポーツシャツ,"pantalón de deporte "
スポーツシャツ,"pantalón deportivo"
スポーツ・シャツ,"pantalón de deporte "
スポーツ・シャツ,"pantalón deportivo"
スポーツウェア,"ropa deportiva "
スポーツウェア,"ropa de deporte"
サラセミア,talasemia
ティラー,"tractor pequeño "
ティラー,"mula mecánica"
タイヤチェーン,"cadenas para neumático "
タイヤチェーン,"cadenas para que un vehículo pueda circular por la nieve"
タイヤ・チェーン,"cadenas para neumático "
タイヤ・チェーン,"cadenas para que un vehículo pueda circular por la nieve"
トップバスト,"medida del contorno de pecho incluyendo el busto"
トップ・バスト,"medida del contorno de pecho incluyendo el busto"
バソプレシン,vasopresina
ビブラフォン,vibráfono
ヴィブラフォン,vibráfono
ビブラホン,vibráfono
ヴァイブラフォーン,vibráfono
ヴァイブラフォン,vibráfono
ヴィブラホン,vibráfono
ビブラフォーン,vibráfono
ヴァイブラホン,vibráfono
バイブラフォン,vibráfono
バイブラホン,vibráfono
アルマンディン,almandino
エマンシペーション,emancipación
フェナントレン,fenantreno
ディーゼル機関,"motor diesel"
吟ずる,recitar
吟ずる,declamar
吟ずる,"componer poesías"
吟ずる,"escribir poemas"
カランツ,"pasas de corinto"
カレンズ,"pasas de corinto"
アレインメント,"""arraignment"": requerimiento al acusado para que manifieste si está conforme o no con los hechos que se le imputan"
コンソナント,consonante
アンタント,entente
アンビル,yunque
アンヴィル,yunque
プロピル,propilo
軸距,"distancia entre ejes"
ミルクチョコレート,"chocolate con leche"
ミルク・チョコレート,"chocolate con leche"
メスカル,mezcal
ヨウ化銀,"yoduro de plata"
沃化銀,"yoduro de plata"
連玉,retama
片,panfleto
片,volante
片,póster
枚,panfleto
枚,volante
枚,póster
嘔気,náusea
鰻重,"""unaju"" (arroz con anguila asada servido en una caja lacada)"
うな重,"""unaju"" (arroz con anguila asada servido en una caja lacada)"
鹹水魚,"pez de agua salada"
隕石孔,"cráter causado por un meteorito"
遠慮がち,reservadamente
遠慮がち,"con recato"
遠慮がち,prudentemente
遠慮がち,discretamente
遠慮勝ち,reservadamente
遠慮勝ち,"con recato"
遠慮勝ち,prudentemente
遠慮勝ち,discretamente
延齢,"prolongación de la vida"
延齢,longevidad
唐,china
韓,china
漢,china
唐人,"Coreano (persona) (término elegante)"
韓人,"Coreano (persona) (término elegante)"
漢人,"Coreano (persona) (término elegante)"
位置情報,"información posicional"
ぐびぐび,"tragar ruidosamente "
ぐびぐび,glub-glub
ぐびりぐびり,"tragar ruidosamente "
ぐびりぐびり,glub-glub
硫砒鉄鉱,arsenopirita
理想気体,"gas ideal"
藍銅鉱,azurita
落とし,caída
落とし,derribo
落し,caída
落し,derribo
遊び友達,"compañero de juegos o diversiones"
膜翅目,himenópteros
没取,"confiscación (administrativa)"
没取,"incautación (administrativa)"
内乳,endospermo
エンテレケイア,entelequia
暮れ暮れ,absorto
暮れ暮れ,meditabundo
暮れ暮れ,apagándose
暮れ暮れ,extinguiéndose
心にかなう,"resultar tal y como uno esperaba"
心に適う,"resultar tal y como uno esperaba"
心に叶う,"resultar tal y como uno esperaba"
気を吐く,"mostrarse animoso"
気を吐く,"mostrarse entusiasmado"
気を吐く,"mostrarse alto de moral"
気を吐く,"estar motivado"
気を引き立てる,animarse
気を引き立てる,"cobrar ánimos"
気を緩める,relajarse
気をゆるめる,relajarse
気を楽にする,tranquilizarse
気を楽にする,relajarse
気を楽にする,distenderse
気が詰まる,cohibirse
気が詰まる,arredrarse
気が詰まる,"sentirse incómodo"
気が詰まる,"no estar a gusto"
気がせく,impacientarse
気がせく,desesperarse
気がせく,exasperarse
気が急く,impacientarse
気が急く,desesperarse
気が急く,exasperarse
気が知れない,"resultar incomprensible"
気が知れない,"resultar inexplicable"
弁え,"buen juicio"
弁え,consideración
弁え,discernimiento
弁え,comprensión
弁え,indemnización
弁え,compensación
辨え,"buen juicio"
辨え,consideración
辨え,discernimiento
辨え,comprensión
辨え,indemnización
辨え,compensación
片麻岩,gneis
ぼとぼと,"gotear constantemente "
ぼとぼと,"gordo "
ぼとぼと,"rollizo "
ぼとぼと,"sonido sordo al golpear algo"
けたけた,"risa superficial "
けたけた,"risilla frívola"
衝突型加速器,"colisionador de partículas"
ごんごん,"onomatopeya del gong"
変成作用,metamorfismo
平均偏差,"desviación media"
性的興奮,"excitación sexual"
皺皺,"lleno de arrugas"
皺皺,"con el rostro muy ajado o arrugado"
皺々,"lleno de arrugas"
皺々,"con el rostro muy ajado o arrugado"
にょきにょき,"estirarse "
にょきにょき,"alargarse "
にょきにょき,"aumentar "
にょきにょき,"crecer a ojos vista "
にょきにょき,"brotar a mansalva"
動く歩道,"cinta transportadora"
動く歩道,"banda transportadora"
副腎皮質刺激ホルモン,corticotropina
付加反応,"reacción de adición"
駅逓局,estafeta
灯,luz
燈,luz
病める,doler
